UID DA TOMADA,CIDADE,MORADA,OPERADOR,TYPE2 7kW Custo €,Duração (minutos) até 7kW,POTÊNCIA DA TOMADA (kW),TARIFA 1,TARIFA 2,TARIFA 3,FORMATO DA TOMADA,ESTADO DA TOMADA
VNG-00071-01,Vila Nova de Gaia,"Rua Nova de Alvites, n,º 231,",KLC - Atlante,46.703,583,22,"€0,08/min ",,,CABLE,Disponível
VNG-00109-01,Vila Nova de Gaia,"Avenida dos Descobrimentos,",KLC - Atlante,46.703,583,22,"€0,08/min ",,,CABLE,Fora de Serviço
GDM-00003-03,Gondomar,Rua Infante Dom Henrique,KLC - Atlante,46.999,583,22,"€0,2964/charge ","€0,08/min ",,CABLE,Em uso
GDM-00027-03,Gondomar,"Praceta Parque Nascente, 35",EDP - EDP Comercial,47.000,583,22,"€0,297/charge ","€0,08/min ",,CABLE,Disponível
PRT-00181-03,Porto,R. Sra. do Porto 930,HRZ - Power Dot,52.403,583,22,"€0,3/charge ","€0,09/kWh ","€0,08/min ",SOCKET,Disponível
VLG-00015-03,Valongo,"Lugar Campo Barreiro, SusÃ£o, R. Dom Pedro IV",KLC - Atlante,52.837,583,22,"€0,2964/charge ","€0,09/min ",,SOCKET,Disponível
VNG-00032-03,Vila Nova de Gaia,R. 28 de Janeiro,KLC - Atlante,52.837,583,43,"€0,2964/charge ","€0,09/min ",,CABLE,Disponível
MAI-00021-03,Maia,Forum Maia,EDP - EDP Comercial,52.838,583,43,"€0,297/charge ","€0,09/min ",,CABLE,Disponível
PRT-00075-03,Porto,Rua Nove de Abril,EDP - EDP Comercial,52.838,583,43,"€0,297/charge ","€0,09/min ",,CABLE,Disponível
PRT-00077-03,Porto,Praça de Francisco Sá Carneiro,EDP - EDP Comercial,52.838,583,43,"€0,297/charge ","€0,09/min ",,CABLE,Disponível
PRT-00078-03,Porto,Praça de Francisco Sá Carneiro,EDP - EDP Comercial,52.838,583,43,"€0,297/charge ","€0,09/min ",,CABLE,Disponível
PRT-00079-03,Porto,Avenida Conselho da Europa,EDP - EDP Comercial,52.838,583,43,"€0,297/charge ","€0,09/min ",,CABLE,Disponível
PRT-00089-03,Porto,Rua do Jornal de Noticias,EDP - EDP Comercial,52.838,583,43,"€0,297/charge ","€0,09/min ",,CABLE,Disponível
PRT-00090-03,Porto,Rua do Jornal de Noticias,EDP - EDP Comercial,52.838,583,43,"€0,297/charge ","€0,09/min ",,CABLE,Disponível
MAI-00017-03,Maia,Rua da Fábrica,HRZ - Power Dot,52.841,583,43,"€0,3/charge ","€0,09/min ",,CABLE,Disponível
VNG-00041-03,Vila Nova de Gaia,Rua Rocha Leão,HRZ - Power Dot,52.841,583,43,"€0,3/charge ","€0,09/min ",,CABLE,Disponível
VNG-00042-03,Vila Nova de Gaia,Rua Rocha Leão,HRZ - Power Dot,52.841,583,43,"€0,3/charge ","€0,09/min ",,CABLE,Disponível
PRT-00173-03,Porto,Estr. da Circunvalação 10853,HRZ - Power Dot,53.003,583,22,"€0,3/charge ","€0,1/kWh ","€0,08/min ",SOCKET,Disponível
GDM-00017-03,Gondomar,R. Fernão de Magalhães 584,EDP - EDP Comercial,57.038,583,22,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CABLE,Disponível
GDM-00018-03,Gondomar,Rua Dr. Carlos Moura Guedes N51,EDP - EDP Comercial,57.038,583,22,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CABLE,Disponível
GDM-00019-03,Gondomar,"Rua Nossa Srª do Amparo, nº 1033",EDP - EDP Comercial,57.038,583,22,"€0,297/charge ","€0,07/kWh ","€0,09/min ",SOCKET,Disponível
MAI-00028-03,Maia,"Via Periférica c/Av. Sts de Leite, L de Cat.",EDP - EDP Comercial,57.038,583,22,"€0,297/charge ","€0,07/kWh ","€0,09/min ",SOCKET,Em uso
MTS-00043-03,Matosinhos,Avenida da Liberdade,EDP - EDP Comercial,57.038,583,22,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CABLE,Em uso
MTS-00046-03,Matosinhos,Rua Heróis de França 905,EDP - EDP Comercial,57.038,583,22,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CABLE,Em uso
VNG-00068-03,Vila Nova de Gaia,McDonald´s - Gaia,EDP - EDP Comercial,57.038,583,22,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CABLE,Disponível
PRT-00134-03,Porto,RUA JOSE GOMES FERREIRA 10 LT,KLC - Atlante,58.378,583,22,"€0,1/min ",,,CABLE,Em uso
MAI-00026-01,Maia,"Rua Engº Frederico Ulrich, 3369",KLC - Atlante,58.675,583,22,"€0,2964/charge ","€0,1/min ",,CABLE,Em uso
MAI-00027-01,Maia,R. 5 de Outubro 84,KLC - Atlante,58.675,583,22,"€0,2964/charge ","€0,1/min ",,CABLE,Disponível
MTS-00052-01,Matosinhos,"Rua Brito e Cunha, 810 ",KLC - Atlante,58.675,583,22,"€0,2964/charge ","€0,1/min ",,CABLE,Disponível
PRT-00048-03,Porto,Rua da Constituição 666,KLC - Atlante,58.675,583,43,"€0,2964/charge ","€0,1/min ",,SOCKET,Disponível
PRT-00153-01,Porto,Estrada Exterior da Circunvalação (EN 12),KLC - Atlante,58.675,583,22,"€0,2964/charge ","€0,1/min ",,CABLE,Disponível
PRT-00154-01,Porto,"Rua Central de Francos, 744-758",KLC - Atlante,58.675,583,22,"€0,2964/charge ","€0,1/min ",,CABLE,Disponível
PRT-00155-03,Porto,"Avenida Marechal Gomes da Costa, 855",KLC - Atlante,58.675,583,22,"€0,2964/charge ","€0,1/min ",,CABLE,Disponível
PRT-00156-01,Porto,"Rua do Lidador, 109 -111",KLC - Atlante,58.675,583,22,"€0,2964/charge ","€0,1/min ",,CABLE,Disponível
VLG-00022-01,Valongo,Gaveto - Praceta de Moçambique,KLC - Atlante,58.675,583,22,"€0,2964/charge ","€0,1/min ",,CABLE,Em uso
MTS-00011-03,Matosinhos,Amieira Via Norte EN13 KM 0.76,EDP - EDP Comercial,58.675,583,43,"€0,297/charge ","€0,1/min ",,CABLE,Disponível
MAI-00005-03,Maia,Rua do Barreiro,HRZ - Power Dot,58.678,583,43,"€0,3/charge ","€0,1/min ",,CABLE,Disponível
PRT-00051-03,Porto,Estrada da Circunvalação 10853,HRZ - Power Dot,58.678,583,43,"€0,3/charge ","€0,1/min ",,CABLE,Disponível
PRT-00052-03,Porto,Avenida do Parque,HRZ - Power Dot,58.678,583,43,"€0,3/charge ","€0,1/min ",,CABLE,Disponível
VLG-00002-03,Valongo,R. Tristão Vaz Teixeira 260,HRZ - Power Dot,58.678,583,43,"€0,3/charge ","€0,1/min ",,SOCKET,Disponível
VNG-00059-03,Vila Nova de Gaia,Rua do Jardim,HRZ - Power Dot,58.678,583,43,"€0,3/charge ","€0,1/min ",,SOCKET,Disponível
VNG-00060-03,Vila Nova de Gaia,Rua da Bélgica,HRZ - Power Dot,58.678,583,43,"€0,3/charge ","€0,1/min ",,CABLE,Disponível
MAI-00012-03,Maia,Estrada Nacional 14,HLX - Helexia,60.878,583,43,"€2,5/charge ",€0/min ,"€0,1/min após 25min ",CABLE,Disponível
MAI-00013-03,Maia,Estrada Nacional 14,HLX - Helexia,60.878,583,43,"€2,5/charge ",€0/min ,"€0,1/min após 25min ",CABLE,Disponível
MTS-00106-01,Matosinhos,Rua Sá e Melo,KLC - Atlante,64.216,583,22,"€0,11/min ",,,CABLE,Disponível
VNG-00107-01,Vila Nova de Gaia,"R. Dona Maria da Costa Basto 16,",KLC - Atlante,64.216,583,11,"€0,11/min ",,,CABLE,Disponível
GDM-00032-01,Gondomar,"Estr. Dom Miguel 1427,",KLC - Atlante,64.477,583,22,"€0,2608/charge ","€0,11/min ",,CABLE,Disponível
MAI-00031-01,Maia,"R. Eng. Frederico Ulrich 15,",KLC - Atlante,64.477,583,22,"€0,2608/charge ","€0,11/min ",,CABLE,Disponível
FEUP-00001-03,Porto,FEUP - Rua Roberto Frias,GLP - Galp,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
FEUP-00002-03,Porto,FEUP - Rua Roberto Frias,GLP - Galp,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
GDM-00011-03,Gondomar,Av.General Humberto Delgado,GLG - Galpgeste,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
MTS-00024-03,Matosinhos,Posto Galp Torres e Vaz,GLG - Galpgeste,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
MTS-00029-03,Matosinhos,Posto Galp V.Rapida Nascente,GLG - Galpgeste,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
MTS-00031-03,Matosinhos,"Estrada Ext. Da Circunvalação En 12 Km 0,7",GLG - Galpgeste,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
MTS-00038-03,Matosinhos,Av. Mario de Brito S/N,GLP - Galp,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
PRT-00019-03,Porto,Av. Sidónio Pais,GLG - Galpgeste,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
PRT-00098-03,Porto,Rua de Sá da Bandeira,GLP - Galp,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
PRT-00106-03,Porto,Rua de Sá da Bandeira,GLP - Galp,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Em uso
PRT-00127-03,Porto,Rua de Entrecampos,GLG - Galpgeste,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
PRT-00128-03,Porto,"Estrada Exterior da Circunvalação, 82-130",GLG - Galpgeste,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
VNG-00019-03,Vila Nova de Gaia,Avenida Vasco Da Gama,GLG - Galpgeste,70.315,583,43,"€0,2608/charge ","€0,12/min ",,CABLE,Disponível
GDM-00013-03,Gondomar,"Rua Fernão de Magalhães, 431",REP - Repsol,70.315,583,43,"€0,261/charge ","€0,12/min ",,CABLE,Disponível
PRT-00097-03,Porto,Rua Conde da Covilhã,REP - Repsol,70.315,583,43,"€0,261/charge ","€0,12/min ",,CABLE,Disponível
PRT-00132-03,Porto,Avenida Fernão de Magalhães,REP - Repsol,70.315,583,22,"€0,261/charge ","€0,12/min ",,CABLE,Disponível
PRT-00133-03,Porto,Avenida Marechal Gomes da Costa,REP - Repsol,70.315,583,22,"€0,261/charge ","€0,12/min ",,CABLE,Disponível
PRT-00180-03,Porto,Rua de Júlio Dinis 320,REP - Repsol,70.315,583,22,"€0,261/charge ","€0,12/min ",,CABLE,Disponível
VNG-00072-03,Vila Nova de Gaia,"Área de Serviço de V. N. de Gaia, A1 km 295,7",EDP - EDP Comercial,87.991,583,22,"€0,2608/charge ","€0,1/kWh ","€0,14/min ",SOCKET,Disponível
VNG-00073-03,Vila Nova de Gaia,"Área de Serviço de V. N. de Gaia, A1 km 295,7",EDP - EDP Comercial,87.991,583,22,"€0,2608/charge ","€0,1/kWh ","€0,14/min ",SOCKET,Disponível
