UID DA TOMADA,CIDADE,MORADA,OPERADOR,TYPE2 7kW Custo €,Duração (minutos) até 7kW,POTÊNCIA DA TOMADA (kW),TARIFA 1,TARIFA 2,TARIFA 3,FORMATO DA TOMADA,ESTADO DA TOMADA
PRT-00193-01,Porto,Av. da Boavista 2528,HRZ - Power Dot,17.814,583,22,"€0,3/charge ","€0,03/min ",,SOCKET,Disponível
PRT-00193-02,Porto,Av. da Boavista 2528,HRZ - Power Dot,17.814,583,22,"€0,3/charge ","€0,03/min ",,SOCKET,Disponível
PRT-00194-02,Porto,Av. da Boavista 2528,HRZ - Power Dot,17.814,583,22,"€0,3/charge ","€0,03/min ",,SOCKET,Disponível
PRT-00194-01,Porto,Av. da Boavista 2528,HRZ - Power Dot,17.814,583,22,"€0,3/charge ","€0,03/min ",,SOCKET,Disponível
VLG-00005-02,Valongo,Rua da Argila,PRI - Prio,17.814,583,22,"€0,3/charge ","€0,03/min ",,SOCKET,Disponível
VLG-00005-01,Valongo,Rua da Argila,PRI - Prio,17.814,583,22,"€0,3/charge ","€0,03/min ",,SOCKET,Disponível
GDM-00024-02,Gondomar,"Praceta Parque Nascente, 35",EDP - EDP Comercial,19.526,583,22,"€0,2608/charge ","€0,033/min ",,SOCKET,Em uso
GDM-00024-01,Gondomar,"Praceta Parque Nascente, 35",EDP - EDP Comercial,19.526,583,22,"€0,2608/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00043-01,Porto,Praça de Lisboa,EDP - EDP Comercial,19.526,583,22,"€0,2608/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00043-02,Porto,Praça de Lisboa,EDP - EDP Comercial,19.526,583,22,"€0,2608/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00045-01,Porto,Praça de Lisboa,EDP - EDP Comercial,19.526,583,22,"€0,2608/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00045-02,Porto,Praça de Lisboa,EDP - EDP Comercial,19.526,583,22,"€0,2608/charge ","€0,033/min ",,SOCKET,Em uso
PRT-00094-1,Porto,Rua do Elísio e do Almada,EDP - EDP Comercial,19.526,583,37,"€0,2608/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00095-1,Porto,Rua do Elísio e do Almada,EDP - EDP Comercial,19.526,583,37,"€0,2608/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00176-01,Porto,"R. de Serralves, nº 124",EDP - EDP Comercial,19.526,583,22,"€0,2608/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00176-02,Porto,"R. de Serralves, nº 124",EDP - EDP Comercial,19.526,583,22,"€0,2608/charge ","€0,033/min ",,SOCKET,Disponível
GDM-00033-02,Gondomar,"Intermarche Jovim, R. das Broas 40, Jovim",EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
GDM-00033-01,Gondomar,"Intermarche Jovim, R. das Broas 40, Jovim",EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
MTS-00028-02,Matosinhos,Rua Tomaz Ribeiro,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
MTS-00028-01,Matosinhos,Rua Tomaz Ribeiro,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00038-01,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00038-02,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Em uso
PRT-00039-01,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Em uso
PRT-00039-02,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00040-02,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00040-01,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00041-02,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00041-01,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Em uso
PRT-00042-02,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00042-01,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00189-1,Porto,"RUA ENG FERREIRA DIAS, Nº728",EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
PRT-00190-1,Porto,"RUA ENG FERREIRA DIAS, Nº728",EDP - EDP Comercial,19.526,583,22,"€0,261/charge ","€0,033/min ",,SOCKET,Disponível
MAI-90004-1,Maia,Avenida de José da Silva Soares,GLP - Galp,20.374,583,22,"€0,0349/min ",,,SOCKET,Em uso
MAI-90004-2,Maia,Avenida de José da Silva Soares,GLP - Galp,20.374,583,22,"€0,0349/min ",,,SOCKET,Disponível
PRT-00182-01,Porto,"KFC - Rua das Palmeiras, nÂº51",EDP - EDP Comercial,20.729,583,22,"€0,297/charge ","€0,035/min ",,SOCKET,Disponível
PRT-00182-02,Porto,"KFC - Rua das Palmeiras, nÂº51",EDP - EDP Comercial,20.729,583,22,"€0,297/charge ","€0,035/min ",,SOCKET,Disponível
PRT-00022-2,Porto,Rua dos Campeões Europeus,HRZ - Power Dot,20.732,583,22,"€0,3/charge ","€0,035/min ",,SOCKET,Disponível
PRT-00022-1,Porto,Rua dos Campeões Europeus,HRZ - Power Dot,20.732,583,22,"€0,3/charge ","€0,035/min ",,SOCKET,Disponível
PRT-00024-1,Porto,Rua Dr. António Bernardino de Almeida,HRZ - Power Dot,20.732,583,22,"€0,3/charge ","€0,035/min ",,SOCKET,Disponível
PRT-00024-2,Porto,Rua Dr. António Bernardino de Almeida,HRZ - Power Dot,20.732,583,22,"€0,3/charge ","€0,035/min ",,SOCKET,Disponível
PRT-00025-2,Porto,Rua Dr. António Bernardino de Almeida,HRZ - Power Dot,20.732,583,22,"€0,3/charge ","€0,035/min ",,SOCKET,Disponível
PRT-00025-1,Porto,Rua Dr. António Bernardino de Almeida,HRZ - Power Dot,20.732,583,22,"€0,3/charge ","€0,035/min ",,SOCKET,Disponível
VLG-00003-01,Valongo,R. Tristão Vaz Teixeira 260,HRZ - Power Dot,20.732,583,22,"€0,3/charge ","€0,035/min ",,SOCKET,Disponível
VLG-00003-02,Valongo,R. Tristão Vaz Teixeira 260,HRZ - Power Dot,20.732,583,22,"€0,3/charge ","€0,035/min ",,SOCKET,Disponível
PRT-00141-1,Porto,"Ordem do Medicos, Rua Delfim Maia, 405",MOT - Renewing,20.855,583,11,"€0,2608/charge ","€0,1/kWh (21h-8h)","€0,025/min (8h-21h)",SOCKET,Disponível
PRT-00142-1,Porto,"Ordem do Medicos, Rua Delfim Maia, 405",MOT - Renewing,20.855,583,11,"€0,2608/charge ","€0,1/kWh (21h-8h)","€0,025/min (8h-21h)",SOCKET,Disponível
PRT-00143-1,Porto,"Ordem do Medicos, Rua Delfim Maia, 405",MOT - Renewing,20.855,583,11,"€0,2608/charge ","€0,1/kWh (21h-8h)","€0,025/min (8h-21h)",SOCKET,Disponível
PRT-00144-1,Porto,"Ordem do Medicos, Rua Delfim Maia, 405",MOT - Renewing,20.855,583,11,"€0,2608/charge ","€0,1/kWh (21h-8h)","€0,025/min (8h-21h)",SOCKET,Disponível
VNG-00092-02,Vila Nova de Gaia,R. Fernão de Magalhães 1,EDP - EDP Comercial,22.736,583,22,"€0,2608/charge ","€0,0385/min ",,SOCKET,Disponível
VNG-00092-01,Vila Nova de Gaia,R. Fernão de Magalhães 1,EDP - EDP Comercial,22.736,583,22,"€0,2608/charge ","€0,0385/min ",,SOCKET,Disponível
MTS-00016-1,Matosinhos,Av. Fabril do Norte,MLT - Mobiletric,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00017-1,Matosinhos,Av. Fabril do Norte,MLT - Mobiletric,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00025-01,Matosinhos,Makro Matosinhos,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00025-02,Matosinhos,Makro Matosinhos,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00041-01,Matosinhos,Rua Fonte das Sete Bicas,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00041-02,Matosinhos,Rua Fonte das Sete Bicas,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00054-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00054-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00055-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00055-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00056-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,11,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00056-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,11,"€0,2608/charge ","€0,039/min ",,SOCKET,Em uso
MTS-00057-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00057-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00058-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00058-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00059-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00059-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00060-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00060-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00061-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00061-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00062-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00062-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00063-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00063-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00064-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00064-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00065-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00065-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00066-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00066-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00075-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Em uso
MTS-00075-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00076-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00076-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00077-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Em uso
MTS-00077-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00062-02,Porto,Avenida da Boavista 171,MLT - Mobiletric,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00062-01,Porto,Avenida da Boavista 171,MLT - Mobiletric,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00107-1,Porto,Rua de Sá da Bandeira,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00109-1,Porto,Rua de Sá da Bandeira,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00110-1,Porto,Rua da Pasteleira,MLT - Mobiletric,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00112-1,Porto,Rua da Pasteleira,MLT - Mobiletric,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00113-1,Porto,Rua da Pasteleira,MLT - Mobiletric,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00116-01,Porto,Estrada da Circunvalação,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00116-02,Porto,Estrada da Circunvalação,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00123-02,Porto,Praça do Bom Sucesso 123,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00123-01,Porto,Praça do Bom Sucesso 123,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00124-02,Porto,Praça do Bom Sucesso 123,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00124-01,Porto,Praça do Bom Sucesso 123,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00170-01,Porto,Avenida da Boavista 171,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
PRT-00170-02,Porto,Avenida da Boavista 171,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00037-01,Vila Nova de Gaia,Makro Vila Nova de Gaia,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00037-02,Vila Nova de Gaia,Makro Vila Nova de Gaia,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00038-02,Vila Nova de Gaia,Makro Vila Nova de Gaia,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00038-01,Vila Nova de Gaia,Makro Vila Nova de Gaia,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Em uso
VNG-00075-02,Vila Nova de Gaia,"Rua Diogo Macedo, 220",GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00075-01,Vila Nova de Gaia,"Rua Diogo Macedo, 220",GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00076-02,Vila Nova de Gaia,"Rua Diogo Macedo, 220",GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00076-01,Vila Nova de Gaia,"Rua Diogo Macedo, 220",GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00077-02,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,CABLE,Disponível
VNG-00077-01,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,CABLE,Disponível
VNG-00078-02,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,CABLE,Disponível
VNG-00078-01,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,CABLE,Disponível
VNG-00079-01,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,CABLE,Disponível
VNG-00079-02,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,CABLE,Disponível
VNG-00080-01,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,CABLE,Disponível
VNG-00080-02,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,23.028,583,22,"€0,2608/charge ","€0,039/min ",,CABLE,Disponível
MTS-00097-02,Matosinhos,"Rua Sara Afonso, 4460-841 Sra. da Hora",GLP - Galp,23.029,583,11,"€0,261/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00097-01,Matosinhos,"Rua Sara Afonso, 4460-841 Sra. da Hora",GLP - Galp,23.029,583,22,"€0,261/charge ","€0,039/min ",,SOCKET,Em uso
MTS-00098-01,Matosinhos,"Rua Sara Afonso, 4460-841 Sra. da Hora",GLP - Galp,23.029,583,11,"€0,261/charge ","€0,039/min ",,SOCKET,Disponível
MTS-00098-02,Matosinhos,"Rua Sara Afonso, 4460-841 Sra. da Hora",GLP - Galp,23.029,583,11,"€0,261/charge ","€0,039/min ",,SOCKET,Em uso
VNG-00103-02,Vila Nova de Gaia,Praceta Henrique Moreira 244,GLP - Galp,23.029,583,22,"€0,261/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00103-01,Vila Nova de Gaia,Praceta Henrique Moreira 244,GLP - Galp,23.029,583,22,"€0,261/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00104-01,Vila Nova de Gaia,Praceta Henrique Moreira 244,GLP - Galp,23.029,583,11,"€0,261/charge ","€0,039/min ",,SOCKET,Disponível
VNG-00104-02,Vila Nova de Gaia,Praceta Henrique Moreira 244,GLP - Galp,23.029,583,11,"€0,261/charge ","€0,039/min ",,SOCKET,Disponível
MAI-00014-02,Maia,Estrada Nacional 14,HLX - Helexia,23.216,583,22,"€2,2/charge ",€0/min ,"€0,036/min após 60min ",SOCKET,Disponível
MAI-00014-01,Maia,Estrada Nacional 14,HLX - Helexia,23.216,583,22,"€2,2/charge ",€0/min ,"€0,036/min após 60min ",SOCKET,Disponível
MTS-00099-02,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,23.611,583,22,"€0,26/charge ","€0,04/min ",,SOCKET,Disponível
MTS-00099-01,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,23.611,583,22,"€0,26/charge ","€0,04/min ",,SOCKET,Disponível
MTS-00100-02,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,23.611,583,22,"€0,26/charge ","€0,04/min ",,SOCKET,Disponível
MTS-00100-01,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,23.611,583,22,"€0,26/charge ","€0,04/min ",,SOCKET,Disponível
MAI-00032-01,Maia,"Rua Dr. Farinhote, 1440",KLS,23.648,583,22,"€0,2964/charge ","€0,04/min ",,SOCKET,Disponível
MAI-00032-02,Maia,"Rua Dr. Farinhote, 1440",KLS,23.648,583,22,"€0,2964/charge ","€0,04/min ",,SOCKET,Disponível
MTS-00022-2,Matosinhos,Rua Lionesa,HRZ - Power Dot,23.651,583,22,"€0,3/charge ","€0,04/min ",,SOCKET,Disponível
MTS-00022-1,Matosinhos,Rua Lionesa,HRZ - Power Dot,23.651,583,22,"€0,3/charge ","€0,04/min ",,SOCKET,Disponível
MTS-00023-2,Matosinhos,Rua Lionesa,HRZ - Power Dot,23.651,583,22,"€0,3/charge ","€0,04/min ",,SOCKET,Disponível
MTS-00023-1,Matosinhos,Rua Lionesa,HRZ - Power Dot,23.651,583,22,"€0,3/charge ","€0,04/min ",,SOCKET,Disponível
VLG-00030-01,Valongo,R. Gil Vicente 75,HGP - High Green Power,26.451,583,22,"€0,7/charge ","€0,04/kWh ","€0,04/min ",SOCKET,Disponível
VLG-00031-01,Valongo,R. Gil Vicente 75,HGP - High Green Power,26.451,583,22,"€0,7/charge ","€0,04/kWh ","€0,04/min ",SOCKET,Disponível
PRT-00159-01,Porto,"Rua Júlio Dinis, 844",EVC - Evce,29.379,583,22,"€0,19/charge ","€0,05/min ",,CABLE,Disponível
PRT-00159-02,Porto,"Rua Júlio Dinis, 844",EVC - Evce,29.379,583,22,"€0,19/charge ","€0,05/min ",,SOCKET,Fora de Serviço
PRT-00001-03,Porto,Avenida de França,MLT - Mobiletric,29.450,583,43,"€0,2608/charge ","€0,05/min ",,CABLE,Disponível
MTS-00001-03,Matosinhos,Largo José Santos Leça,MLT - Mobiletric,34.704,583,43,"€0,2608/charge ","€0,059/min ",,CABLE,Disponível
VNG-00016-03,Vila Nova de Gaia,Avenida Vasco da Gama,MLT - Mobiletric,34.704,583,43,"€0,2608/charge ","€0,059/min ",,CABLE,Em uso
GDM-00016-03,Gondomar,"Rua de Rebordãos, 297",REP - Repsol,35.288,583,22,"€0,261/charge ","€0,06/min ",,CABLE,Disponível
MTS-00044-03,Matosinhos,Avenida da Liberdade - Prolongamento do IP4,REP - Repsol,35.288,583,22,"€0,261/charge ","€0,06/min ",,CABLE,Disponível
PRT-00152-03,Porto,"Rua Monte dos Burgos, nº 316",REP - Repsol,35.288,583,22,"€0,261/charge ","€0,06/min ",,CABLE,Disponível
VLG-00014-03,Valongo,"Rua Eng Duarte Pacheco, 731",REP - Repsol,35.288,583,22,"€0,261/charge ","€0,06/min ",,CABLE,Disponível
PRT-00172-03,Porto,"Estr. da CircunvalaÃ§Ã£o 12 843,",KLC - Atlante,35.323,583,22,"€0,2964/charge ","€0,06/min ",,CABLE,Disponível
PRT-00073-03,Porto,Rua Henrique Medina,KLC - Atlante,41.161,583,43,"€0,2964/charge ","€0,07/min ",,CABLE,Disponível
PRT-00162-03,Porto,R. de O Primeiro de Janeiro,HRZ - Power Dot,44.084,583,43,"€0,3/charge ","€0,075/min ",,CABLE,Disponível
PRT-00163-03,Porto,R. de O Primeiro de Janeiro,HRZ - Power Dot,44.084,583,43,"€0,3/charge ","€0,075/min ",,CABLE,Disponível
PRT-00164-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power Dot,44.084,583,43,"€0,3/charge ","€0,075/min ",,CABLE,Disponível
PRT-00165-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power Dot,44.084,583,43,"€0,3/charge ","€0,075/min ",,CABLE,Disponível
PRT-00166-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power Dot,44.084,583,43,"€0,3/charge ","€0,075/min ",,CABLE,Em uso
PRT-00167-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power Dot,44.084,583,43,"€0,3/charge ","€0,075/min ",,CABLE,Disponível
GDM-00015-03,Gondomar,"Rua Dom António de Castro, 243",KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
GDM-00028-01,Gondomar,"Rua Dr. Carlos Moura Guedes (UA: 276),",KLC - Atlante,46.703,583,22,"€0,08/min ",,,CABLE,Disponível
MAI-00015-03,Maia,Rua Engenheiro Frederico Ulrich,KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
MAI-00018-03,Maia,"Rua Quinta da Palmeira,",KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
MAI-00019-03,Maia,"Rua Senhora da Hora, n,º 108,",KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
MAI-00020-03,Maia,"Rua Avelino Francisco Pereira, nº 55",KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
MTS-00007-03,Matosinhos,Rua Santos Dias,KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
MTS-00035-03,Matosinhos,Rua da Bataria,KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
MTS-00036-03,Matosinhos,Avenida António Domingues dos Santos,KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
MTS-00105-01,Matosinhos,"Rua Eng.º António Costa Reis, 302/494",KLC - Atlante,46.703,583,22,"€0,08/min ",,,CABLE,Disponível
PRT-00049-03,Porto,Rua de Agramonte,KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
PRT-00050-03,Porto,Rua Diogo Botelho,KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
PRT-00091-03,Porto,Rua Diamantina,KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
PRT-00096-03,Porto,Rua Professor Joaquim Bastos,KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
PRT-00147-01,Porto,"Estrada da Circunvalação, n.º 13941 a 13975",KLC - Atlante,46.703,583,22,"€0,08/min ",,,CABLE,Disponível
VLG-00016-01,Valongo,"Rua Professor Joaquim Teixeira, n.º 41/71",KLC - Atlante,46.703,583,22,"€0,08/min ",,,CABLE,Disponível
VLG-00020-01,Valongo,Rua 1.º de Maio – São Vicente de Alfena,KLC - Atlante,46.703,583,22,"€0,08/min ",,,CABLE,Disponível
VNG-00062-03,Vila Nova de Gaia,Rua Doutor Francisco Sá Carneiro,KLC - Atlante,46.703,583,43,"€0,08/min ",,,CABLE,Disponível
