"UID DA TOMADA","CIDADE","MORADA","OPERADOR","CCS2 Custo €","TYPE2 7kW Custo €","TYPE2 22kW Custo €","Duração (minutos) até 130kW","Duração (minutos) até 7kW","Duração (minutos) até 22kW","TARIFA 1","TARIFA 2","TARIFA 3","TIPO DE TOMADA","POTÊNCIA DA TOMADA (kW)","FORMATO DA TOMADA","ESTADO DO POSTO","ESTADO DA TOMADA"
VNG-90014-02,Vila Nova de Gaia,Rua Principal,GLP - Galp,"1.493","6.830","1.685","127","0","0","€0,0117/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00147-1,Oeiras,"Rua Quinta da Fonte, Q34,",KLS,"1.537","6.099","1.701","127","0","0","€0,2608/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00148-1,Oeiras,"Rua Quinta da Fonte, Q34,",KLS,"1.537","6.099","1.701","127","0","0","€0,2608/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00150-1,Oeiras,"Rua Quinta da Fonte, Q34,",KLS,"1.537","6.099","1.701","127","0","0","€0,2608/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00151-1,Oeiras,"Rua Quinta da Fonte, Q34,",KLS,"1.537","6.099","1.701","127","0","0","€0,2608/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00019-01,Barreiro,Rua das Vieiras 18,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00019-02,Barreiro,Rua das Vieiras 18,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00020-01,Barreiro,"Av. Movimento das Forças Armadas, 79",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00020-02,Barreiro,"Av. Movimento das Forças Armadas, 79",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Fora de Serviço
BRR-00021-02,Barreiro,Rua Atenas 5-7,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00021-01,Barreiro,Rua Atenas 5-7,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00022-01,Barreiro,Rua João Azevedo do Carmo,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00022-02,Barreiro,Rua João Azevedo do Carmo,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00023-01,Barreiro,"Rua Prof. João Prates, 5",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00023-02,Barreiro,"Rua Prof. João Prates, 5",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
BRR-00025-01,Barreiro,"Rua Eça de Queiroz, 24",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00025-02,Barreiro,"Rua Eça de Queiroz, 24",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
BRR-00027-02,Barreiro,Av. Bento Gonçalves 170,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00027-01,Barreiro,Av. Bento Gonçalves 170,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00028-01,Barreiro,Rua Francisco Horta Raposo 6,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00028-02,Barreiro,Rua Francisco Horta Raposo 6,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00030-01,Barreiro,Praceta António Gedeão 3,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRR-00030-02,Barreiro,Praceta António Gedeão 3,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
CSC-00057-01,Cascais,Rua dos Diamantes,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
CSC-00057-02,Cascais,Rua dos Diamantes,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
CSC-00058-02,Cascais,Rua Rosa Parracho,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
CSC-00058-01,Cascais,Rua Rosa Parracho,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
CSC-00073-01,Cascais,Rua José Carlos Ary dos Santos,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",CABLE,Disponível,Disponível
CSC-00073-02,Cascais,Rua José Carlos Ary dos Santos,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",CABLE,Disponível,Em uso
LSA-00003-01,Lousã,Lugar da Cerdeira,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSA-00003-02,Lousã,Lugar da Cerdeira,TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00046-1,Oeiras,"Rua dos Malhões, Edificio Q53",KLC - Atlante,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00047-1,Oeiras,"Rua dos Malhões, Edificio Q53",KLC - Atlante,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00048-1,Oeiras,"Rua dos Malhões, Edificio Q53",KLC - Atlante,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00049-1,Oeiras,"Rua dos Malhões, Edificio Q53",KLC - Atlante,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00053-1,Oeiras,"Rua dos Malhões, Edificio Q53",KLC - Atlante,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00054-1,Oeiras,"Rua dos Malhões, Edificio Q53",KLC - Atlante,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
TMR-00012-01,Tomar,"Rua João Santos Simões, 57",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
TMR-00012-02,Tomar,"Rua João Santos Simões, 57",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
TMR-00013-02,Tomar,"Rua de Santa Iria, 1",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
TMR-00013-01,Tomar,"Rua de Santa Iria, 1",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
TMR-00014-01,Tomar,"Rua Fábrica da Sola, 4",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
TMR-00014-02,Tomar,"Rua Fábrica da Sola, 4",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
TMR-00015-01,Tomar,"Rua António Duarte Faustino, 12",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
TMR-00015-02,Tomar,"Rua António Duarte Faustino, 12",TRK - WowPlug,"1.573","6.134","1.736","127","0","0","€0,2964/charge ","€0,01/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
GMR-00075-01,Guimarães,Rua João de Oliveira Salgado,GEN - Generation Journey,"1.787","8.173","2.016","127","0","0","€0,014/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
GMR-00075-02,Guimarães,Rua João de Oliveira Salgado,GEN - Generation Journey,"1.787","8.173","2.016","127","0","0","€0,014/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00090-02,Lisboa,Calçada do Tojal,MLT - Mobiletric,"1.833","16.607","4.293","56","0","0","€0,2608/charge ","€0,028/min ","",CCS,"50",CABLE,Disponível,Disponível
LSB-00090-01,Lisboa,Calçada do Tojal,MLT - Mobiletric,"1.833","16.607","4.293","56","0","0","€0,2608/charge ","€0,028/min ","",CHAdeMO,"50",CABLE,Disponível,Disponível
MCH-00007-02,Machico,Rua do Leiria,FAC - Factor Energia,"1.872","23.351","5.760","46","0","0","€0,04/min ","","",CCS,"60",CABLE,Disponível,Disponível
MCH-00007-01,Machico,Rua do Leiria,FAC - Factor Energia,"1.872","23.351","5.760","46","0","0","€0,04/min ","","",CHAdeMO,"60",CABLE,Disponível,Disponível
ACT-90002-02,Alcoutim,Rua Portas do Laborato,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
ACT-90002-01,Alcoutim,Rua Portas do Laborato,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
BRG-90001-1,Braga,Praça do Município,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Em uso
BRG-90001-2,Braga,Praça do Município,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
ELV-90001-02,Elvas,Av. de Garcia da Orta,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
ELV-90001-01,Elvas,Av. de Garcia da Orta,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
FAR-90008-01,Faro,Largo de S. Francisco,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
FAR-90008-02,Faro,Largo de S. Francisco,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Fora de Serviço
LRA-90004-1,Leiria,Avenida 22 de Maio,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
LRA-90004-2,Leiria,Avenida 22 de Maio,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
LRS-90007-2,Loures,Rua da República,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
LRS-90007-1,Loures,Rua da República,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-90081-1,Lisboa,Rua da Mesquita,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-90081-2,Lisboa,Rua da Mesquita,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
PCR-90001-1,Paredes de Coura,R. dos Heróis do Ultramar,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Em uso
PCR-90001-2,Paredes de Coura,R. dos Heróis do Ultramar,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
STR-90001-1,Santarém,Praça do Município,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
STR-90001-2,Santarém,Praça do Município,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VCT-90003-2,Viana do Castelo,Avenida do Atlântico,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Em uso
VCT-90003-1,Viana do Castelo,Avenida do Atlântico,KLC - Atlante,"1.915","8.757","2.160","127","0","0","€0,015/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
GMR-00055-02,Guimarães,Travessa do Bonfim,HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00055-01,Guimarães,Travessa do Bonfim,HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00056-01,Guimarães,Alameda Prof. Abel Salazar,HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00056-02,Guimarães,Alameda Prof. Abel Salazar,HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00057-02,Guimarães,Avenida de Londres,HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00057-01,Guimarães,Avenida de Londres,HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00058-02,Guimarães,Alameda dos Desportos,HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00058-01,Guimarães,Alameda dos Desportos,HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00059-02,Guimarães,"Rua do Miral, frente ao nº 84",HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Fora de Serviço
GMR-00059-01,Guimarães,"Rua do Miral, frente ao nº 84",HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00066-01,Guimarães,"Rua da Unidade Vimaranense, frente ao nº 90",HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00066-02,Guimarães,"Rua da Unidade Vimaranense, frente ao nº 90",HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00069-01,Guimarães,"Rua Arq. Marques da Silva,frente ao nº 146",HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00069-02,Guimarães,"Rua Arq. Marques da Silva,frente ao nº 146",HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00071-02,Guimarães,"Urbanização da Cruz Argola, Rua C",HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
GMR-00071-01,Guimarães,"Urbanização da Cruz Argola, Rua C",HEX - Hexagonal Ocean,"1.988","3.215","2.898","338","0","0","€0,296/charge ","€0,005/min ","",Mennekes,"8,3",SOCKET,Disponível,Disponível
PRT-00117-1,Porto,Universidade Católica Portuguesa,MOT - Renewing,"2.061","3.261","3.261","255","0","0","€0,2608/charge ","€0,05/kWh ",€0/min ,Mennekes,"11",SOCKET,Disponível,Disponível
PRT-00118-1,Porto,Universidade Católica Portuguesa,MOT - Renewing,"2.061","3.261","3.261","255","0","0","€0,2608/charge ","€0,05/kWh ",€0/min ,Mennekes,"11",SOCKET,Disponível,Disponível
LSB-00413-1,Lisboa,Universidade Católica Portuguesa,MOT - Renewing,"2.061","3.261","3.261","127","0","0","€0,2608/charge ","€0,05/kWh ",€0/min ,Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00414-1,Lisboa,Universidade Católica Portuguesa,MOT - Renewing,"2.061","3.261","3.261","127","0","0","€0,2608/charge ","€0,05/kWh ",€0/min ,Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00415-1,Lisboa,Universidade Católica Portuguesa,MOT - Renewing,"2.061","3.261","3.261","127","0","0","€0,2608/charge ","€0,05/kWh ",€0/min ,Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00416-1,Lisboa,Universidade Católica Portuguesa,MOT - Renewing,"2.061","3.261","3.261","127","0","0","€0,2608/charge ","€0,05/kWh ",€0/min ,Mennekes,"22",SOCKET,Disponível,Disponível
PRT-00119-1,Porto,Universidade Católica Portuguesa,MOT - Renewing,"2.061","3.261","3.261","127","0","0","€0,2608/charge ","€0,05/kWh ",€0/min ,Mennekes,"22",SOCKET,Disponível,Disponível
PRT-00120-1,Porto,Universidade Católica Portuguesa,MOT - Renewing,"2.061","3.261","3.261","127","0","0","€0,2608/charge ","€0,05/kWh ",€0/min ,Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00090-03,Lisboa,Calçada do Tojal,MLT - Mobiletric,"2.089","16.607","4.293","65","0","0","€0,2608/charge ","€0,028/min ","",Mennekes,"43",CABLE,Disponível,Disponível
AVR-00015-2,Aveiro,Rua Batalhão Caçadores Dez,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
AVR-00015-1,Aveiro,Rua Batalhão Caçadores Dez,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
FEC-00002-01,Freixo de Espada à Cinta,"Bairro Samiteiro, Nº 7010",KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
FEC-00002-02,Freixo de Espada à Cinta,"Bairro Samiteiro, Nº 7010",KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
FIG-00005-02,Figueira da Foz,Rua dos Condados,GRC - Evaz,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
FIG-00005-01,Figueira da Foz,Rua dos Condados,GRC - Evaz,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00005-2,Oeiras,Av. Prof. Dr. Cavaco Silva,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00005-1,Oeiras,Av. Prof. Dr. Cavaco Silva,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00006-1,Oeiras,Av. Prof. Dr. Cavaco Silva,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00007-1,Oeiras,Av. Prof. Dr. Cavaco Silva,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00018-1,Oeiras,Av. Prof. Dr. Cavaco Silva,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00019-1,Oeiras,Av. Prof. Dr. Cavaco Silva,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00024-1,Oeiras,Av. Prof. Dr. Cavaco Silva,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00025-1,Oeiras,Av. Dr. Jacques Delors,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00091-1,Oeiras,Avenida Jacques Delors 3B,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00092-1,Oeiras,Avenida Jacques Delors 3B,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OER-00093-1,Oeiras,Avenida Jacques Delors 3B,KLC - Atlante,"2.211","9.053","2.456","127","0","0","€0,2964/charge ","€0,015/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
